timestamp,packet_size,duration,bytes_sent,bytes_received,protocol,port,source_ip,dest_ip
2026-01-01 00:00:32,667,1.934783945430934,2490,1714,17,51434,192.168.3.132,10.0.2.72
2026-01-01 00:00:33,1122,1.0976702833093321,327,1111,17,25364,192.168.3.102,10.0.4.242
2026-01-01 00:00:34,610,0.8489770630454094,3310,1576,17,56603,192.168.4.5,10.0.3.114
2026-01-01 00:00:35,807,1.1367586880753118,3300,400,6,41676,192.168.1.110,10.0.2.74
2026-01-01 00:00:36,933,1.1505355699690845,3675,587,6,62199,192.168.2.33,10.0.2.78
2026-01-01 00:00:37,42,1.4682211605840259,3054,888,17,27426,192.168.1.70,10.0.3.109
2026-01-01 00:00:38,812,0.2575212250549391,2143,1069,17,49930,192.168.3.124,10.0.3.194
2026-01-01 00:00:39,902,0.5006877055388009,1311,1695,6,28603,192.168.3.57,10.0.0.236
2026-01-01 00:00:40,1142,1.1639484109465608,3191,1486,17,23252,192.168.2.197,10.0.3.34
2026-01-01 00:00:41,733,1.73366536878906,2538,591,6,51402,192.168.3.137,10.0.4.2
2026-01-01 00:00:42,1481,1.1249603828442079,3983,1333,6,23471,192.168.2.120,10.0.0.3
2026-01-01 00:00:43,819,0.47738669640218717,4547,1109,6,49231,192.168.4.21,10.0.1.121
2026-01-01 00:00:44,1135,1.3558404681527807,164,91,17,8079,192.168.4.137,10.0.0.86
2026-01-01 00:00:45,691,1.4788244084292632,4277,1683,17,7100,192.168.4.152,10.0.1.69
2026-01-01 00:00:46,223,0.4776721835003831,822,672,6,53077,192.168.2.86,10.0.4.70
2026-01-01 00:00:47,998,0.7542865442226627,943,713,6,25430,192.168.0.148,10.0.4.9
2026-01-01 00:00:48,168,1.0676389656159597,4425,935,6,56491,192.168.2.214,10.0.2.191
2026-01-01 00:00:49,1402,0.9941972260314186,774,1951,6,31189,192.168.4.27,10.0.3.93
2026-01-01 00:00:50,565,0.007786645888783349,2198,241,6,20,192.168.0.161,10.0.1.162
2026-01-01 00:00:51,471,0.005699290136402858,3156,1888,17,23,192.168.4.6,10.0.0.57
2026-01-01 00:00:52,239,0.0018565650318692001,4242,1,6,23,192.168.4.61,10.0.1.59
2026-01-01 00:00:53,183,0.005425890713972294,3695,224,17,22,192.168.4.38,10.0.0.124
2026-01-01 00:00:54,300,0.003072537966289963,3452,800,6,26,192.168.4.159,10.0.4.172
2026-01-01 00:00:55,791,0.006405583872590067,914,1768,17,24,192.168.0.56,10.0.4.103
2026-01-01 00:00:56,1251,0.0026426587767540205,1308,1996,17,27,192.168.3.23,10.0.1.112
2026-01-01 00:00:57,425,0.007015997615949633,4177,1949,17,29,192.168.3.3,10.0.0.94
2026-01-01 00:00:58,943,0.010340323107894745,513,1952,17,29,192.168.3.42,10.0.2.140
2026-01-01 00:00:59,1590,0.004388446626216241,1920,588,17,29,192.168.3.40,10.0.1.36
2026-01-01 00:01:00,239,8.632395429830977e-06,3594,115,17,32,192.168.3.18,10.0.2.234
2026-01-01 00:01:01,1372,0.16969324582593784,4841,1689,6,63530,192.168.0.148,10.0.3.171
2026-01-01 00:01:02,1028,0.18654749739305193,1409,917,17,36225,192.168.2.173,10.0.0.190
2026-01-01 00:01:03,1612,1.2046937488408769,4802,1126,6,7788,192.168.4.147,10.0.3.7
2026-01-01 00:01:04,429,1.1080403419693825,4566,193,17,28081,192.168.2.7,10.0.3.20
2026-01-01 00:01:05,632,0.4285328544517251,3190,1189,17,57751,192.168.1.168,10.0.2.47
2026-01-01 00:01:06,33,1.8936289508796966,4491,870,6,24035,192.168.1.103,10.0.1.28
2026-01-01 00:01:07,208,1.5620781115043665,1555,89,17,35481,192.168.4.29,10.0.3.54
2026-01-01 00:01:08,1209,0.2255901269456294,804,1709,6,11282,192.168.1.229,10.0.2.148
2026-01-01 00:01:09,1406,1.8646402293335682,1279,121,6,18055,192.168.3.201,10.0.1.135
2026-01-01 00:01:10,1197,1.9480363359393866,3577,142,6,16532,192.168.4.236,10.0.2.99
2026-01-01 00:01:11,1154,1.9923255332175869,2901,993,6,22803,192.168.2.16,10.0.0.11
2026-01-01 00:01:12,1298,0.10961563535233718,1387,105,17,28905,192.168.3.127,10.0.1.28
2026-01-01 00:01:13,437,1.4748898744965435,4688,886,17,44859,192.168.1.235,10.0.3.12
2026-01-01 00:01:14,1344,1.08995329447108,2761,427,6,10141,192.168.4.154,10.0.4.191
2026-01-01 00:01:15,693,1.4134763755701565,2679,1328,17,49518,192.168.2.163,10.0.0.18
2026-01-01 00:01:16,312,1.9356166822268872,2106,1895,17,48355,192.168.3.80,10.0.0.223
2026-01-01 00:01:17,799,1.3768157705445092,4223,1994,6,9869,192.168.4.234,10.0.0.72
2026-01-01 00:01:18,285,1.6776280864030702,4831,316,17,4534,192.168.3.186,10.0.2.146
2026-01-01 00:01:19,234,1.735164379733593,2768,1986,6,45457,192.168.4.19,10.0.2.85
2026-01-01 00:01:20,1007,1.6749652833658155,3953,634,6,38097,192.168.1.217,10.0.0.95
2026-01-01 00:01:21,477,0.8517490731187269,3186,1925,17,38279,192.168.3.54,10.0.0.102
2026-01-01 00:01:22,720,0.4445741721867074,3280,8,17,59890,192.168.1.218,10.0.2.208
2026-01-01 00:01:23,1260,0.7960220556542968,2573,773,17,64030,192.168.2.97,10.0.4.59
2026-01-01 00:01:24,302,1.7840157386139,4616,1096,6,57905,192.168.3.184,10.0.0.212
2026-01-01 00:01:25,1259,0.29672799691326435,2599,1382,6,28138,192.168.4.159,10.0.0.222
2026-01-01 00:01:26,1194,1.0274205173440571,4033,222,17,27065,192.168.0.150,10.0.2.202
2026-01-01 00:01:27,517,0.464924992064861,236,1439,17,29955,192.168.1.188,10.0.4.153
2026-01-01 00:01:28,739,1.162077381446156,1304,552,17,41732,192.168.1.147,10.0.0.161
2026-01-01 00:01:29,273,1.7279532315967971,3430,1393,17,39260,192.168.0.181,10.0.1.209
2026-01-01 00:01:30,727,1.7667654686003085,1301,715,6,59381,192.168.1.171,10.0.4.156
2026-01-01 00:01:31,951,0.4778901200753918,2541,1287,17,60770,192.168.0.182,10.0.0.119
2026-01-01 00:01:32,846,1.8139961478544864,2051,1863,6,10761,192.168.2.206,10.0.1.36
2026-01-01 00:01:33,241,1.1848537000710806,441,1713,6,5439,192.168.1.152,10.0.0.110
2026-01-01 00:01:34,829,0.7006525800889157,2076,1883,17,47241,192.168.1.183,10.0.2.214
2026-01-01 00:01:35,145,1.4177691470444511,3180,1341,17,42533,192.168.4.220,10.0.2.233
2026-01-01 00:01:36,274,0.9637834476360322,2657,1107,17,28271,192.168.4.223,10.0.0.206
2026-01-01 00:01:37,612,0.7570186342159272,3798,1341,6,13279,192.168.0.74,10.0.2.168
2026-01-01 00:01:38,1061,1.4086661141709174,804,110,17,39280,192.168.4.214,10.0.3.161
2026-01-01 00:01:39,1270,0.4955676696027501,74,250,17,44251,192.168.4.20,10.0.2.131
2026-01-01 00:01:40,231,0.0063378088725111895,2175,382,6,18,192.168.4.3,10.0.3.238
2026-01-01 00:01:41,108,0.0022038997808116806,3924,6,17,19,192.168.4.212,10.0.4.125
2026-01-01 00:01:42,591,0.003473007791050551,2089,458,6,21,192.168.2.176,10.0.4.182
2026-01-01 00:01:43,1488,0.007468857715559202,40,1107,17,22,192.168.2.185,10.0.2.110
2026-01-01 00:01:44,1042,0.007820630581996599,2081,207,6,25,192.168.2.234,10.0.1.165
2026-01-01 00:01:45,616,0.011910940416515232,4683,899,17,26,192.168.4.177,10.0.0.213
2026-01-01 00:01:46,1242,0.001466051877164669,1622,1413,17,24,192.168.0.94,10.0.3.198
2026-01-01 00:01:47,1008,0.002835636147939513,341,1337,6,28,192.168.0.220,10.0.0.165
2026-01-01 00:01:48,582,0.005830520244947807,4052,21,6,26,192.168.1.240,10.0.4.125
2026-01-01 00:01:49,604,0.005727339760433109,2074,409,17,28,192.168.0.79,10.0.0.215
2026-01-01 00:01:50,632,0.010450388786850423,645,894,6,28,192.168.4.72,10.0.1.56
2026-01-01 00:01:51,240,0.8042002741407508,4826,514,6,11823,192.168.2.76,10.0.1.90
2026-01-01 00:01:52,462,0.9568336870483259,4263,1150,6,50978,192.168.0.3,10.0.2.100
2026-01-01 00:01:53,419,0.16794863762765913,609,808,6,32124,192.168.4.206,10.0.3.229
2026-01-01 00:01:54,1132,1.0598555439143467,454,1723,17,6978,192.168.0.67,10.0.0.176
2026-01-01 00:01:55,254,0.8706088326276519,2953,873,17,26192,192.168.1.90,10.0.2.118
2026-01-01 00:01:56,943,1.6012413133455277,1708,13,6,42601,192.168.0.102,10.0.3.107
2026-01-01 00:01:57,104,1.9550448909050624,3472,970,6,59559,192.168.0.80,10.0.3.67
2026-01-01 00:01:58,335,1.1132162270545847,2969,977,6,12507,192.168.0.234,10.0.1.180
2026-01-01 00:01:59,658,0.6472512093066525,3028,1013,6,57720,192.168.4.57,10.0.3.104
2026-01-01 00:02:00,910,0.08585570984283956,4797,1035,17,61560,192.168.4.226,10.0.2.162
2026-01-01 00:02:01,1001,1.8499208498151383,2681,86,17,20670,192.168.2.113,10.0.0.231
2026-01-01 00:02:02,1177,1.8385254667422013,3629,1547,6,6913,192.168.1.170,10.0.4.14
2026-01-01 00:02:03,623,0.5089647539856719,4225,908,6,57712,192.168.0.206,10.0.0.47
2026-01-01 00:02:04,574,1.3912421012459786,3067,1560,6,46856,192.168.2.195,10.0.2.79
2026-01-01 00:02:05,749,0.15365783318681941,1386,1324,17,34966,192.168.0.206,10.0.4.134
2026-01-01 00:02:06,33,0.3300936705980791,3776,1266,6,20134,192.168.3.119,10.0.0.159
2026-01-01 00:02:07,911,0.4357769573774713,2866,121,17,25226,192.168.3.35,10.0.3.10
2026-01-01 00:02:08,820,0.5923892465312534,4788,1170,6,5978,192.168.3.129,10.0.3.153
2026-01-01 00:02:09,981,1.9914858995426585,3363,1590,17,21990,192.168.3.185,10.0.0.203
2026-01-01 00:02:10,593,1.3957440411030608,4889,749,6,17156,192.168.1.42,10.0.1.171
2026-01-01 00:02:11,701,0.7670062559240634,4124,1379,17,59768,192.168.0.216,10.0.0.131
2026-01-01 00:02:12,971,1.4735320348483494,148,684,6,33551,192.168.3.62,10.0.1.176
2026-01-01 00:02:13,1127,1.828279278281218,3850,1927,6,42677,192.168.4.244,10.0.2.76
2026-01-01 00:02:14,527,1.9157464035142058,2058,1756,6,39070,192.168.4.100,10.0.2.199
2026-01-01 00:02:15,872,0.11320535133780388,1136,1654,17,47456,192.168.3.83,10.0.3.131
2026-01-01 00:02:16,634,0.7920216455177207,186,308,6,3984,192.168.4.232,10.0.4.5
2026-01-01 00:02:17,805,0.21610094943527758,2854,694,17,9502,192.168.0.176,10.0.4.239
2026-01-01 00:02:18,907,0.674383364470447,1250,287,17,60702,192.168.4.148,10.0.2.90
2026-01-01 00:02:19,574,0.3376894742115235,1333,306,6,64380,192.168.2.198,10.0.3.126
2026-01-01 00:02:20,233,1.2959543717935837,4193,1835,6,29921,192.168.4.78,10.0.3.14
2026-01-01 00:02:21,1016,0.7775682180197067,4150,1617,6,57865,192.168.0.247,10.0.4.113
2026-01-01 00:02:22,954,0.45864958520273885,2711,1989,17,16906,192.168.1.229,10.0.3.6
2026-01-01 00:02:23,733,0.5342454188421993,4853,913,6,45840,192.168.1.173,10.0.4.93
2026-01-01 00:02:24,775,0.7218681821306732,4501,1746,17,59663,192.168.3.121,10.0.2.236
2026-01-01 00:02:25,1187,0.519783158830249,1785,661,17,58280,192.168.4.196,10.0.3.104
2026-01-01 00:02:26,481,0.9033375421085472,750,548,6,23954,192.168.0.226,10.0.1.137
2026-01-01 00:02:27,1032,0.06605817141057767,1762,1375,6,26807,192.168.3.8,10.0.4.46
2026-01-01 00:02:28,318,0.5592269707578004,3920,311,6,45000,192.168.2.225,10.0.3.142
2026-01-01 00:02:29,457,0.8218737238098471,4460,872,6,22168,192.168.0.241,10.0.1.36
2026-01-01 00:02:30,1652,0.004729759356218339,481,1082,6,22,192.168.4.246,10.0.4.33
2026-01-01 00:02:31,197,0.008686124062799843,153,1666,6,22,192.168.4.129,10.0.0.37
2026-01-01 00:02:32,964,0.007427711968675146,1524,923,17,20,192.168.1.217,10.0.2.131
2026-01-01 00:02:33,1404,0.005580819938716791,2120,1737,17,21,192.168.1.196,10.0.1.210
2026-01-01 00:02:34,422,0.0056617001128893745,2343,754,17,26,192.168.2.92,10.0.0.160
2026-01-01 00:02:35,1246,0.00502424926220422,1240,34,6,25,192.168.0.22,10.0.0.21
2026-01-01 00:02:36,450,0.003751140549612842,60,444,17,25,192.168.2.131,10.0.3.145
2026-01-01 00:02:37,1266,8.091355593033904e-05,938,92,17,29,192.168.3.151,10.0.3.154
2026-01-01 00:02:38,1175,0.013403066067406065,1639,1973,17,30,192.168.3.239,10.0.3.192
2026-01-01 00:02:39,1011,0.005739214942539003,4120,1982,17,31,192.168.4.234,10.0.0.206
2026-01-01 00:02:40,713,0.009030608959741749,4226,1230,17,32,192.168.1.88,10.0.1.170
2026-01-01 00:02:41,857,0.33092049422361497,3569,352,6,46805,192.168.0.169,10.0.2.188
2026-01-01 00:02:42,609,0.8253587910322856,1252,902,6,11437,192.168.3.231,10.0.2.239
2026-01-01 00:02:43,985,1.5509414835078983,4203,1355,17,27938,192.168.0.168,10.0.2.34
2026-01-01 00:02:44,647,0.9592231775503978,171,1840,17,64946,192.168.4.191,10.0.4.168
2026-01-01 00:02:45,924,1.974903128990561,1458,861,17,33455,192.168.0.235,10.0.2.75
2026-01-01 00:02:46,964,0.7532266851843522,3549,1748,6,18547,192.168.1.44,10.0.0.14
2026-01-01 00:02:47,1204,1.5009344809551644,4197,158,6,56183,192.168.3.59,10.0.0.113
2026-01-01 00:02:48,1463,0.7869631243838298,2322,1977,17,61334,192.168.0.86,10.0.2.179
2026-01-01 00:02:49,1235,1.6589129547321226,1636,956,6,12261,192.168.4.243,10.0.4.98
2026-01-01 00:02:50,1125,1.1388538694583688,3115,23,6,30840,192.168.4.53,10.0.3.22
2026-01-01 00:02:51,378,0.12807615929986577,4090,403,17,58910,192.168.0.182,10.0.3.144
2026-01-01 00:02:52,1289,0.06994264609348051,3004,804,6,54493,192.168.3.89,10.0.4.70
2026-01-01 00:02:53,1613,0.26962052038841644,329,515,6,48757,192.168.3.134,10.0.2.246
2026-01-01 00:02:54,1274,0.03245289001705281,3640,731,17,49190,192.168.0.84,10.0.4.105
2026-01-01 00:02:55,1447,0.15232625754905416,3894,1387,6,10739,192.168.1.100,10.0.0.154
2026-01-01 00:02:56,659,1.3811560620929189,4107,1405,6,37646,192.168.3.100,10.0.1.223
2026-01-01 00:02:57,472,1.0691228145137126,1341,531,17,50411,192.168.2.225,10.0.3.230
2026-01-01 00:02:58,1076,1.5024591027760217,3663,955,6,43952,192.168.2.37,10.0.1.9
2026-01-01 00:02:59,1241,1.8276992286390108,215,151,6,56848,192.168.0.199,10.0.2.17
2026-01-01 00:03:00,1406,1.1725485096766273,338,1585,17,34963,192.168.0.92,10.0.2.37
2026-01-01 00:03:01,598,1.4552782279814516,4062,1712,17,28046,192.168.3.250,10.0.1.152
2026-01-01 00:03:02,1573,1.5117957219163067,2708,946,17,39932,192.168.1.123,10.0.1.50
2026-01-01 00:03:03,607,0.7559029524961107,3152,607,6,60054,192.168.3.105,10.0.3.8
2026-01-01 00:03:04,226,0.48338472665142845,1750,1640,17,15997,192.168.2.15,10.0.2.6
2026-01-01 00:03:05,1373,0.41363208060408674,2421,419,6,14215,192.168.2.41,10.0.2.200
2026-01-01 00:03:06,1194,0.5037021295646613,709,1273,17,33069,192.168.0.147,10.0.0.176
2026-01-01 00:03:07,831,0.5514705049158682,3726,1140,6,23912,192.168.1.102,10.0.0.191
2026-01-01 00:03:08,723,0.41379108362265327,3642,865,17,55536,192.168.4.248,10.0.3.30
2026-01-01 00:03:09,1436,1.7562045122676408,3993,1535,17,17031,192.168.3.46,10.0.2.44
2026-01-01 00:03:10,1457,1.5175362189728552,488,1763,17,29336,192.168.4.37,10.0.4.27
2026-01-01 00:03:11,1123,0.0972764265698478,46,577,17,14572,192.168.2.232,10.0.4.174
2026-01-01 00:03:12,316,0.539862320340411,3359,334,6,42720,192.168.3.238,10.0.1.194
2026-01-01 00:03:13,473,0.04627369559285284,4873,1441,17,63693,192.168.2.28,10.0.2.131
2026-01-01 00:03:14,1168,0.9960366430793336,4806,931,17,28929,192.168.3.132,10.0.1.24
2026-01-01 00:03:15,1611,0.9540484276602095,400,1797,6,57940,192.168.4.69,10.0.0.185
2026-01-01 00:03:16,1600,1.6603572733075103,3990,294,17,58004,192.168.3.86,10.0.1.67
2026-01-01 00:03:17,1038,0.6143891306402972,3157,1961,6,20716,192.168.0.170,10.0.0.110
2026-01-01 00:03:18,1174,1.6305189375979123,4345,754,17,58714,192.168.1.50,10.0.0.112
2026-01-01 00:03:19,1037,1.9354686251167617,390,1394,17,43543,192.168.4.186,10.0.2.238
2026-01-01 00:03:20,673,0.0009355135859844201,3853,185,17,18,192.168.3.211,10.0.2.193
2026-01-01 00:03:21,37,0.01108887798277777,4430,1269,6,20,192.168.3.224,10.0.1.110
2026-01-01 00:03:22,54,0.0042538359556363505,628,636,17,20,192.168.3.254,10.0.1.224
2026-01-01 00:03:23,520,0.006304269792027555,4232,1291,17,25,192.168.0.233,10.0.3.43
2026-01-01 00:03:24,346,0.008549026539359206,2930,1666,17,26,192.168.0.112,10.0.2.226
2026-01-01 00:03:25,979,0.010765914368349363,1521,1260,6,26,192.168.3.65,10.0.3.185
2026-01-01 00:03:26,1365,0.007274620595683984,826,529,6,27,192.168.0.181,10.0.3.181
2026-01-01 00:03:27,443,0.0037718497198867573,4822,1575,17,29,192.168.1.85,10.0.2.144
2026-01-01 00:03:28,1392,0.011001361087689107,1500,20,6,28,192.168.1.242,10.0.3.28
2026-01-01 00:03:29,1314,0.004792652473083035,3294,910,17,29,192.168.2.187,10.0.2.177
2026-01-01 00:03:30,954,0.006609943433317613,2419,1760,17,31,192.168.1.210,10.0.1.82
2026-01-01 00:03:31,864,1.2189973879833174,934,866,17,44641,192.168.2.186,10.0.4.253
2026-01-01 00:03:32,1617,1.2728299047613072,3042,793,17,26062,192.168.1.31,10.0.3.185
2026-01-01 00:03:33,96,1.1092844589931148,4497,1543,17,36849,192.168.2.217,10.0.4.199
2026-01-01 00:03:34,905,0.18003482465752818,1466,99,17,46485,192.168.0.55,10.0.2.217
2026-01-01 00:03:35,434,1.4538445712510875,3561,751,17,20570,192.168.2.122,10.0.0.155
2026-01-01 00:03:36,1421,1.0958633017817385,614,477,6,29742,192.168.2.227,10.0.3.182
2026-01-01 00:03:37,272,0.9047454538768356,1182,1622,6,57803,192.168.2.141,10.0.4.65
2026-01-01 00:03:38,260,1.8198787862179067,3223,1321,6,43285,192.168.2.119,10.0.0.116
2026-01-01 00:03:39,691,0.6002449798960914,2667,939,6,3753,192.168.2.196,10.0.2.190
2026-01-01 00:03:40,476,1.0491195825029587,130,525,6,27043,192.168.0.29,10.0.1.215
2026-01-01 00:03:41,226,1.3935799333393828,2983,333,6,1726,192.168.1.237,10.0.0.10
2026-01-01 00:03:42,1050,1.596729662182656,4278,1,6,1375,192.168.3.65,10.0.4.223
2026-01-01 00:03:43,149,0.9178136987603722,4459,374,17,60086,192.168.4.222,10.0.2.207
2026-01-01 00:03:44,1036,1.6872545821097387,38,292,17,8708,192.168.4.123,10.0.3.80
2026-01-01 00:03:45,885,1.5383138709757136,3959,836,17,8895,192.168.0.134,10.0.0.23
2026-01-01 00:03:46,339,0.13882486101107133,3587,1957,17,18040,192.168.1.172,10.0.0.123
2026-01-01 00:03:47,759,0.0936602324759354,920,1004,6,18453,192.168.3.24,10.0.4.247
2026-01-01 00:03:48,1453,1.2415084115595982,2769,552,6,16407,192.168.1.239,10.0.4.10
2026-01-01 00:03:49,1243,0.6963330907353672,4111,317,17,51613,192.168.1.195,10.0.0.169
2026-01-01 00:03:50,179,0.42126506154029764,492,1525,17,29724,192.168.3.150,10.0.2.133
2026-01-01 00:03:51,1568,1.1583143644270186,1131,1851,6,5927,192.168.3.186,10.0.4.202
2026-01-01 00:03:52,660,0.6821991774938556,3521,380,17,39019,192.168.2.181,10.0.1.114
2026-01-01 00:03:53,1323,1.0743010462581553,310,1646,17,64879,192.168.1.114,10.0.4.22
2026-01-01 00:03:54,758,0.9207176049619007,738,13,17,9498,192.168.3.2,10.0.2.105
2026-01-01 00:03:55,987,1.1685189407800294,3241,503,17,56448,192.168.4.182,10.0.4.214
2026-01-01 00:03:56,928,0.8023091111165287,545,230,6,36070,192.168.4.159,10.0.2.52
2026-01-01 00:03:57,497,1.3966513869764061,2461,1107,17,29809,192.168.0.208,10.0.0.93
2026-01-01 00:03:58,1469,0.3579607126575157,4346,129,17,22663,192.168.2.160,10.0.0.203
2026-01-01 00:03:59,329,1.3916799594048648,4854,1766,6,41320,192.168.2.130,10.0.2.95
2026-01-01 00:04:00,1181,0.824623805997635,1804,837,6,56506,192.168.1.225,10.0.4.107
2026-01-01 00:04:01,1015,1.7472964493912106,3212,1168,17,36498,192.168.3.6,10.0.4.251
2026-01-01 00:04:02,477,1.0309891398040083,3810,890,6,65095,192.168.4.137,10.0.3.118
2026-01-01 00:04:03,937,1.9430849819738467,813,1880,17,22656,192.168.2.182,10.0.0.123
2026-01-01 00:04:04,566,1.2026197166080768,4124,27,17,55146,192.168.4.159,10.0.1.165
2026-01-01 00:04:05,269,0.44678583413710427,2032,65,6,25859,192.168.1.132,10.0.4.29
2026-01-01 00:04:06,933,1.6434350754133509,4572,1186,17,49669,192.168.3.76,10.0.1.79
2026-01-01 00:04:07,520,0.6901149036207944,4413,1252,17,16834,192.168.2.189,10.0.2.133
2026-01-01 00:04:08,323,0.6984538640345271,244,260,17,38788,192.168.4.124,10.0.4.156
2026-01-01 00:04:09,351,0.061059984053419156,4843,1472,17,48230,192.168.4.92,10.0.4.80
2026-01-01 00:04:10,1304,0.010509052430789409,4792,1447,6,22,192.168.1.210,10.0.4.246
2026-01-01 00:04:11,1523,0.0018875194214017146,271,459,6,21,192.168.1.214,10.0.3.81
2026-01-01 00:04:12,135,0.003342893959624676,3511,1975,17,20,192.168.3.54,10.0.0.246
2026-01-01 00:04:13,371,0.007177544943406819,1771,1699,6,21,192.168.1.133,10.0.1.161
2026-01-01 00:04:14,515,0.00277871938598858,1262,300,17,24,192.168.0.128,10.0.3.72
2026-01-01 00:04:15,645,0.0030304387588561046,2424,918,17,24,192.168.4.85,10.0.1.53
2026-01-01 00:04:16,980,0.011474851558097163,4361,1326,17,26,192.168.0.116,10.0.4.174
2026-01-01 00:04:17,956,0.004063013647500566,920,286,17,26,192.168.0.102,10.0.0.122
2026-01-01 00:04:18,189,0.009025470040353346,3430,1418,17,27,192.168.2.153,10.0.0.225
2026-01-01 00:04:19,924,0.00566196571816097,4435,1033,6,27,192.168.4.229,10.0.0.230
2026-01-01 00:04:20,1271,0.004802660628709056,4484,1730,17,28,192.168.1.40,10.0.0.150
2026-01-01 00:04:21,185,0.31409701512230076,2624,629,6,14567,192.168.3.145,10.0.0.99
2026-01-01 00:04:22,434,0.7592876529196333,3760,269,6,14042,192.168.1.235,10.0.1.36
2026-01-01 00:04:23,1056,0.005209156673221578,2050,591,17,25500,192.168.1.136,10.0.0.22
2026-01-01 00:04:24,1288,1.7365639887496231,3500,1993,17,11328,192.168.0.103,10.0.4.123
2026-01-01 00:04:25,982,0.17119220154517278,1165,1628,17,31657,192.168.3.216,10.0.2.136
2026-01-01 00:04:26,128,1.1932026679879946,375,1801,17,2161,192.168.2.203,10.0.0.188
2026-01-01 00:04:27,1324,1.9718532988342807,2033,843,17,37903,192.168.4.94,10.0.1.130
2026-01-01 00:04:28,1099,1.0735034866224458,145,861,6,62856,192.168.2.103,10.0.3.134
2026-01-01 00:04:29,826,1.850768059557816,4388,1384,17,51700,192.168.3.169,10.0.2.226
2026-01-01 00:04:30,381,0.47132761327728384,431,1280,17,19362,192.168.4.74,10.0.4.252
2026-01-01 00:04:31,1333,1.523081945366505,704,132,6,47701,192.168.2.26,10.0.1.41
2026-01-01 00:04:32,380,1.0668607844536802,2632,1299,6,43244,192.168.3.29,10.0.4.205
2026-01-01 00:04:33,252,1.4385674819106002,4494,1799,17,19034,192.168.3.173,10.0.2.244
2026-01-01 00:04:34,16,0.1230749408059836,963,1706,6,57657,192.168.3.49,10.0.2.11
2026-01-01 00:04:35,1360,0.2956823566365041,2234,971,17,10806,192.168.1.150,10.0.3.214
